index,Dice,IoU,Precision,Recall,aji_plus,pq,detection_f1,segmentation_quality,recognition_quality
6566,0.8428674293943516,0.7284104266058218,0.7934176833860521,0.8988907849829352,0.3447756375766706,0.18428942607723153,0.25,0.7371577043089261,0.25
6567,0.816267942583732,0.6895715440582053,0.7048754574430409,0.9694755642149699,0.3645784707310242,0.19887836677943857,0.2916666666666667,0.6818686861009322,0.2916666666666667
6568,0.6780359820089955,0.5129004819960307,0.5977201387741615,0.7832864256332539,0.4172095548317047,0.3911905850534109,0.5517241379310345,0.7090329354093073,0.5517241379310345
6569,0.8482630107813124,0.7365075696290304,0.8598219104155423,0.8370107696348831,0.5384695471108798,0.4940529293083074,0.6415094339622641,0.7701413309805969,0.6415094339622641
6570,0.8394366197183099,0.7233009708737864,0.7494969818913481,0.9539052496798975,0.46210873146622733,0.37959449152388125,0.5333333333333333,0.7117396716072774,0.5333333333333333
6571,0.8064657055482743,0.6756954612005857,0.7822033898305085,0.8322813345356177,0.4147095179233622,0.3025700787401575,0.4,0.7564251968503937,0.4
6572,0.7892014894497311,0.651802494447292,0.684304932735426,0.9320791595406792,0.5492843201040989,0.40908501532989683,0.5882352941176471,0.6954445260608246,0.5882352941176471
6573,0.6587005227781927,0.4910913140311804,0.7835356825584838,0.5681769379428817,0.21325338253382534,0.11672327333137113,0.18181818181818182,0.6419780033225412,0.18181818181818182
6574,0.8439353988134476,0.7300071275837491,0.8472865651886168,0.8406106369008536,0.43523809523809526,0.3785837982697852,0.4897959183673469,0.7729419214674782,0.4897959183673469
6575,0.7031095567551129,0.5421503107046547,0.823655147844674,0.613343944820268,0.389553042541734,0.35319486489011803,0.4927536231884058,0.71677781404171,0.4927536231884058
6576,0.7880211391661773,0.6501937984496124,0.8597840014643968,0.7273149581913905,0.45709888418622546,0.4428535078635713,0.5833333333333334,0.7591774420518365,0.5833333333333334
6577,0.8721119427269769,0.7732256203115984,0.84494608739517,0.9010826440723556,0.45587397988233064,0.3417869973176109,0.4578313253012048,0.7465347572989923,0.4578313253012048
6578,0.8569697742634867,0.7497350069735007,0.808020683020683,0.9122318761878903,0.45731877973691576,0.3677091938851338,0.4418604651162791,0.8321839651084607,0.4418604651162791
6579,0.8671494472076902,0.7654579371217981,0.8341927806426022,0.9028172793131205,0.5317971983444763,0.43343857156377763,0.5576923076923077,0.7772001972867737,0.5576923076923077
